City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
283,gulf shores,30.246,-87.7008,29.63,59,0,1.79,US,1685228810
284,taguatinga,-12.3857,-46.5711,26.75,42,75,1.81,BR,1685228810
285,bujaru,-1.515,-48.0447,23.49,99,99,1.13,BR,1685228695
286,gelemso,8.8167,40.5167,15.71,90,85,3.97,ET,1685228810
287,semnan,35.5729,53.3971,22.35,38,1,3.3,IR,1685228811
288,az zuwaytinah,30.9522,20.1202,19.54,79,1,5.49,LY,1685228811
289,ancud,-41.8697,-73.8203,5.34,81,64,2.62,CL,1685228811
290,fort bragg,35.139,-79.006,16.22,96,100,6.69,US,1685228811
291,crane,31.3974,-102.3501,27.15,48,89,10.1,US,1685228811
292,chokwe,-24.5333,32.9833,18.54,93,100,1.46,MZ,1685228812
293,richards bay,-28.783,32.0377,19.71,82,16,4.79,ZA,1685228812
294,del rio,29.3627,-100.8968,31.01,50,100,3.58,US,1685228599
295,mahroni,24.5862,78.7288,28.37,47,0,2.09,IN,1685228812
296,cubuk,40.2386,33.0322,15.7,67,75,2.06,TR,1685228812
297,grand falls-windsor,48.9332,-55.6649,5.03,92,100,5.6,CA,1685228812
298,levuka,50.1834,-105.4011,18.98,77,100,2.93,CA,1685228813
299,ozerne,50.1782,28.7338,10.59,79,7,4.64,UA,1685228813
300,takehara,34.3383,132.9167,18.98,86,100,1.08,JP,1685228813
301,prince rupert,54.3161,-130.3201,11.05,68,75,3.6,CA,1685228731
302,fiche,9.8,38.7333,12.57,72,75,1.18,ET,1685228813
303,tonj,7.2737,28.6822,26.24,62,80,1.83,SS,1685228813
304,sao joao da barra,-21.6403,-41.0511,21.05,86,21,3.71,BR,1685228813
305,uturoa,-16.7333,-151.4333,27.74,70,37,9.52,PF,1685228814
306,wellington,-41.2866,174.7756,16.7,78,40,4.12,NZ,1685228658
307,spring creek,40.7266,-115.5859,20.49,31,82,3.66,US,1685228639
308,walvis bay,-22.9575,14.5053,13.38,86,4,1.42,NA,1685228814
309,makoua,0.0069,15.6333,23.73,96,100,1.25,CG,1685228814
310,angaur state,6.906,134.13,28.81,79,100,10.39,PW,1685228814
311,yorkton,51.2167,-102.4677,18.91,72,75,5.14,CA,1685228695
312,bhadarwah,32.9833,75.7167,11.07,82,2,1.12,IN,1685228814
313,qusmuryn,52.4503,64.6311,16.44,47,45,0.32,KZ,1685228815
314,kalabo,-14.97,22.6814,15.52,35,0,1.58,ZM,1685228815
315,vorgashor,67.5833,63.95,9.66,89,100,2.56,RU,1685228815
316,khandyga,62.6667,135.6,10.82,65,31,1.36,RU,1685228815
317,santa lucia,27.9117,-15.5407,15.98,68,20,1.54,ES,1685228815
318,santa elena de uairen,4.6167,-61.1333,21.0,91,71,1.4,VE,1685228815
319,port isabel,26.0734,-97.2086,30.02,66,0,6.17,US,1685228640
320,mossel bay,-34.1831,22.146,14.49,56,0,2.07,ZA,1685228816
321,grand baie,-20.0182,57.5802,22.47,82,30,0.89,MU,1685228816
322,tam ky,15.5667,108.4833,25.45,88,33,1.26,VN,1685228816
323,dzerzhinsk,56.2389,43.4631,15.9,100,40,2.0,RU,1685228816
324,menongue,-14.6585,17.691,18.29,48,84,0.9,AO,1685228816
325,tura,25.5198,90.2201,20.75,84,1,1.11,IN,1685228622
326,hadibu,12.65,54.0333,29.61,72,34,4.15,YE,1685228816
327,berdigestyakh,62.0989,126.6992,8.19,47,19,3.1,RU,1685228816
328,awjilah,29.1081,21.2869,19.13,68,42,7.28,LY,1685228817
329,cockburn town,21.4612,-71.1419,27.73,86,41,5.81,TC,1685228817
330,as sulayyil,20.4607,45.5779,29.14,30,95,1.69,SA,1685228817
331,iskushuban,10.2837,50.23,28.56,62,81,4.6,SO,1685228817
332,ariquemes,-9.9133,-63.0408,25.37,81,92,1.02,BR,1685228817
333,fort st. john,56.2499,-120.8529,22.94,25,20,8.23,CA,1685228535
334,masterton,-40.9597,175.6575,17.71,66,67,1.1,NZ,1685228817
335,guajara,-2.9667,-57.6667,27.07,75,99,1.26,BR,1685228818
336,saynshand,44.8824,110.1163,13.56,40,15,6.1,MN,1685228818
337,hilo,19.7297,-155.09,28.49,69,40,4.12,US,1685228675
338,luganville,-15.5333,167.1667,26.5,62,2,0.82,VU,1685228818
339,brive-la-gaillarde,45.25,1.5,17.93,25,44,1.38,FR,1685228818
340,udachny,66.4167,112.4,9.11,76,94,3.65,RU,1685228818
341,mili,6.0815,171.735,28.08,78,95,6.38,MH,1685228818
342,zwonitz,50.6333,12.8,9.34,88,0,1.87,DE,1685228818
343,novyy turtkul',41.55,61.0167,18.95,19,83,5.38,UZ,1685228819
344,manta,-0.95,-80.7333,27.88,74,20,5.14,EC,1685228697
345,tidjikja,18.5564,-11.4271,29.86,37,95,7.24,MR,1685228548
346,new kingman-butler,35.265,-114.0323,29.87,7,0,4.63,US,1685228819
347,nar'yan-mar,67.6713,53.087,7.35,73,87,2.86,RU,1685228819
348,obera,-27.4871,-55.1199,18.99,98,100,2.56,AR,1685228819
349,oodweyne,9.4092,45.064,22.9,69,91,4.41,SO,1685228819
350,nova sintra,14.8667,-24.7167,21.19,84,52,6.54,CV,1685228820
351,kirovskiy,45.0917,133.5136,15.41,90,100,3.64,RU,1685228820
352,constantia,44.1833,28.65,16.5,92,24,3.4,RO,1685228820
353,puerto quijarro,-17.7833,-57.7667,27.58,51,50,1.32,BO,1685228820
354,porto novo,6.4965,2.6036,26.8,84,100,2.41,BJ,1685228820
355,pangody,65.85,74.4859,13.64,74,36,6.91,RU,1685228820
356,port douglas,-16.4833,145.4667,22.44,71,58,3.06,AU,1685228811
357,howard springs,-12.497,131.047,19.9,40,33,4.49,AU,1685228820
358,chifeng,42.2683,118.9636,18.76,59,95,3.14,CN,1685228821
359,el granada,37.5027,-122.4694,24.96,74,75,8.75,US,1685228821
360,flin flon,54.7682,-101.865,20.64,42,75,3.37,CA,1685228821
361,cova figueira,14.8905,-24.2934,21.43,83,71,5.99,CV,1685228821
362,kazerun,29.6195,51.6541,24.21,28,14,1.35,IR,1685228822
363,queenstown,-31.8976,26.8753,7.9,34,0,2.09,ZA,1685228822
364,sibay,52.7181,58.6658,16.8,54,32,1.77,RU,1685228823
365,pemangkat,1.1667,108.9667,26.43,87,98,2.87,ID,1685228823
366,freeport,40.6576,-73.5832,22.21,59,0,5.14,US,1685228823
367,bereeda,11.8704,51.0579,29.74,74,30,2.53,SO,1685228824
368,vadso,70.0744,29.7487,4.49,75,98,1.54,NO,1685228597
369,tucuma,-0.1833,-50.05,25.03,91,79,2.17,BR,1685228824
370,pizarro,4.9533,-77.366,27.71,82,67,3.4,CO,1685228825
371,dinajpur,25.6272,88.6386,24.78,76,5,2.72,BD,1685228825
372,port hedland,-20.3167,118.5667,18.03,25,42,5.14,AU,1685228826
373,san pedro pochutla,15.7333,-96.4667,33.73,58,76,1.61,MX,1685228826
374,la passe,45.5549,-0.8967,21.13,89,5,3.61,FR,1685228826
375,shihezi,44.3,86.0333,17.85,37,96,3.26,CN,1685228827
376,bonthe,7.5264,-12.505,26.35,90,100,4.38,SL,1685228827
377,viedma,-40.8135,-62.9967,5.18,42,9,2.15,AR,1685228827
378,ballina,-28.8667,153.5667,14.88,75,11,2.76,AU,1685228659
379,fortuna,40.5982,-124.1573,15.92,89,100,5.66,US,1685228829
380,si bun rueang,16.9667,102.2833,25.94,82,58,0.72,TH,1685228829
381,miles city,46.4083,-105.8406,26.54,41,0,1.54,US,1685228829
382,al quwayrah,29.8004,35.3116,18.0,57,80,1.28,JO,1685228830
383,caleta de carquin,-11.0925,-77.6267,22.17,82,72,3.82,PE,1685228830
384,piti village,13.4626,144.6933,27.6,81,100,6.82,GU,1685228830
385,opuwo,-18.0607,13.84,17.53,52,22,0.9,NA,1685228831
386,tralee,52.2704,-9.7026,10.58,94,34,0.92,IE,1685228832
387,port-vila,-17.7338,168.3219,26.34,51,0,1.37,VU,1685228832
388,anatuya,-28.4606,-62.8347,15.22,53,86,6.34,AR,1685228832
389,sotik post,-0.7813,35.3416,13.54,76,62,3.64,KE,1685228832
390,mil'kovo,55.6078,37.7956,11.73,64,35,5.06,RU,1685228833
391,hotan,37.0997,79.9269,14.42,54,28,2.43,CN,1685228833
392,shortandy,51.7006,70.9994,11.38,43,73,2.42,KZ,1685228833
393,las lomas,8.4333,-82.4,29.67,81,20,4.12,PA,1685228834
394,santo antonio do ica,-3.1022,-67.9397,24.4,96,70,0.78,BR,1685228834
395,zhangye,38.9342,100.4517,16.41,41,100,1.68,CN,1685228834
396,sandnessjoen,66.0217,12.6316,8.29,89,100,3.13,NO,1685228597
397,rancho murieta,38.5019,-121.0947,29.31,52,0,3.6,US,1685228835
398,santiago de cao,-7.9589,-79.2392,23.07,78,75,4.63,PE,1685228835
399,san jose del guaviare,2.5729,-72.6459,23.95,88,99,1.32,CO,1685228836
400,sola,-13.8833,167.55,26.2,65,3,4.07,VU,1685228836
401,sayat,38.7839,63.8803,25.03,17,67,4.74,TM,1685228836
402,lagos,6.5833,3.75,26.47,86,100,1.84,NG,1685228821
403,bardai,11.65,7.2333,27.85,59,100,5.21,NG,1685228837
404,coahuayana de hidalgo,18.7,-103.6583,31.29,56,0,3.19,MX,1685228837
405,jayapura,-2.5333,140.7,25.66,90,100,2.36,ID,1685228837
406,fangshan,39.6983,115.9925,19.52,71,93,0.99,CN,1685228838
407,happy valley-goose bay,53.3168,-60.3315,7.51,60,62,2.9,CA,1685228840
408,vammala,61.3333,22.9,9.14,62,82,4.53,FI,1685228840
409,tazacorte,28.629,-17.9293,20.54,78,75,3.13,ES,1685228840
410,tual,-5.6667,132.75,27.45,75,73,7.41,ID,1685228840
411,la'ie,21.6477,-157.9253,28.98,61,3,2.24,US,1685228841
412,ujae,8.9322,165.7642,28.2,77,98,6.45,MH,1685228841
413,takamatsu,34.3403,134.0433,21.38,81,98,0.7,JP,1685228841
414,cooper's town,26.8667,-77.5167,26.9,67,2,0.51,BS,1685228841
415,flying fish cove,-10.4217,105.6791,25.82,83,75,6.69,CX,1685228842
416,quinchia,5.3396,-75.7302,17.38,94,68,0.84,CO,1685228842
417,cuellar,41.3679,-4.3084,14.97,88,100,2.12,ES,1685228842
418,tabou,4.423,-7.3528,26.32,88,100,2.36,CI,1685228843
419,turi,40.9173,17.0212,17.26,76,2,3.56,IT,1685228843
420,mandalgovi,45.7625,106.2708,6.24,68,0,5.85,MN,1685228844
421,thunder bay,48.4001,-89.3168,26.99,21,0,3.6,CA,1685228730
422,zheshart,62.0731,49.5733,10.71,81,86,2.86,RU,1685228844
423,cloquet,46.7216,-92.4594,26.66,19,0,3.09,US,1685228632
424,saldanha,-33.0117,17.9442,11.83,75,0,1.36,ZA,1685228845
425,northam,51.0333,-4.2167,12.44,77,22,1.39,GB,1685228845
426,dungarpur,23.8333,73.7167,27.39,71,1,5.66,IN,1685228845
427,namibe,-15.1961,12.1522,20.05,72,0,3.53,AO,1685228846
428,ashland,40.8167,-82.2665,23.3,70,97,3.37,US,1685228794
429,yayva,59.3303,57.2641,18.99,77,100,2.88,RU,1685228846
430,olinda,-8.0089,-34.8553,26.85,74,20,2.06,BR,1685228847
431,kolokani,13.5728,-8.0339,32.87,24,96,4.4,ML,1685228847
432,hammerfest,70.6634,23.6821,7.25,65,40,4.63,NO,1685228848
433,aban,56.67,96.06,7.2,80,63,1.89,RU,1685228848
434,upper grand lagoon,30.1633,-85.7408,28.34,41,0,4.12,US,1685228848
435,tamanrasset,22.785,5.5228,25.95,14,0,3.09,DZ,1685228849
436,le vauclin,14.5452,-60.8388,28.03,74,40,5.14,MQ,1685228849
437,zaragoza,41.6561,-0.8773,23.25,48,20,2.06,ES,1685228591
438,olavarria,-36.8927,-60.3225,5.26,57,5,2.75,AR,1685228850
439,mitu,1.1983,-70.1733,22.62,99,98,0.93,CO,1685228850
440,auki,-8.7676,160.7034,28.55,72,58,1.29,SB,1685228851
441,jwaneng,-24.6004,24.7303,14.42,76,8,7.28,BW,1685228851
442,kunnattur,12.35,78.5167,27.23,67,70,1.59,IN,1685228852
443,kavieng,-2.5744,150.7967,28.1,78,43,3.13,PG,1685228852
444,puerto baquerizo moreno,-0.9,-89.6,25.61,84,99,6.06,EC,1685228852
445,kokpekty,48.75,82.4,5.39,55,61,3.05,KZ,1685228852
446,mugia,43.1041,-9.2179,16.62,93,67,1.89,ES,1685228853
447,dawson creek,55.7666,-120.2362,23.16,39,69,4.73,CA,1685228853
448,boende,-0.2167,20.8667,21.94,98,100,1.33,CD,1685228853
449,colonia,50.9333,6.95,15.54,62,0,2.57,DE,1685228566
450,alice springs,-23.7,133.8833,2.75,81,10,0.0,AU,1685228854
451,sirte,31.2089,16.5887,19.26,89,0,4.03,LY,1685228854
452,lu-uk,5.9684,121.3122,26.92,84,99,2.8,PH,1685228854
453,sampit,-2.5333,112.95,23.47,99,87,1.11,ID,1685228855
454,marlin,31.3063,-96.898,28.16,61,93,3.39,US,1685228855
455,juneau,58.3019,-134.4197,8.45,92,100,7.72,US,1685228738
456,suva,-18.1416,178.4415,27.71,89,40,2.57,FJ,1685228856
457,buenaventura,3.8801,-77.0312,26.09,91,50,0.91,CO,1685228675
458,kirensk,57.7853,108.1119,9.77,55,100,1.96,RU,1685228857
459,castillos,-34.1667,-53.8333,10.97,56,77,5.3,UY,1685228857
460,arish,31.1316,33.7984,24.96,48,100,9.43,EG,1685228857
461,reszel,54.0504,21.1458,6.39,83,87,1.52,PL,1685228858
462,peniche,39.3558,-9.3811,17.38,91,96,2.39,PT,1685228858
463,sharypovo,55.5403,89.2008,6.38,80,6,0.29,RU,1685228858
464,essaouira,31.5125,-9.77,18.63,78,1,0.98,MA,1685228859
465,sur,22.5667,59.5289,32.45,55,35,4.73,OM,1685228859
466,yuzhno-kurilsk,44.0306,145.8556,11.52,85,100,2.99,RU,1685228859
467,ende,-8.8432,121.6623,24.29,80,77,1.81,ID,1685228859
468,bamboo flat,11.7,92.7167,28.05,83,40,1.03,IN,1685228860
469,vuktyl,63.8567,57.3094,11.7,96,97,2.4,RU,1685228860
470,adrar,20.5022,-10.0711,26.05,54,98,5.36,MR,1685228860
471,sardarshahr,28.4333,74.4833,28.63,60,0,4.8,IN,1685228861
472,vilyuysk,63.7553,121.6247,6.58,74,100,3.38,RU,1685228861
473,don luan,11.5333,106.9167,24.35,94,100,1.01,VN,1685228862
474,jekulo,-6.8057,110.9262,22.26,86,74,1.7,ID,1685228862
475,kramfors,62.9316,17.7765,7.88,74,100,3.03,SE,1685228862
476,chul'man,56.8479,124.9104,7.75,50,37,2.53,RU,1685228862
477,zaraza,9.3503,-65.3245,27.64,75,96,1.55,VE,1685228862
478,tolanaro,-25.0319,46.9987,21.71,86,100,5.58,MG,1685228868
479,vieste,41.8825,16.175,18.63,81,4,6.4,IT,1685228868
480,uribia,11.7139,-72.266,30.98,62,96,1.53,CO,1685228868
481,qina,26.1642,32.7267,27.13,36,81,6.71,EG,1685228868
482,amungan,15.3652,119.9582,27.54,73,95,1.3,PH,1685228868
483,klaksvik,62.2266,-6.589,5.51,70,22,11.02,FO,1685228868
484,salinopolis,-0.6136,-47.3561,25.58,88,70,4.15,BR,1685228869
485,west salem,43.8991,-91.0813,27.18,21,0,4.63,US,1685228869
486,pingdu,36.7844,119.9464,18.57,93,100,3.58,CN,1685228869
487,vechelde,52.2604,10.3649,12.12,78,1,1.54,DE,1685228869
488,sydney mines,46.2367,-60.2177,13.89,68,0,0.89,CA,1685228869
489,nueve de julio,-35.4444,-60.8831,6.09,61,100,3.01,AR,1685228867
490,hami,42.8,93.45,20.56,18,57,2.85,CN,1685228832
491,buena vista,43.4203,-83.8986,25.16,34,0,5.14,US,1685228790
492,mancio lima,-7.6142,-72.8958,23.8,96,85,0.83,BR,1685228870
493,ankazoabo,-22.2833,44.5167,18.17,68,88,2.23,MG,1685228870
494,vanino,49.0869,140.2543,13.44,68,95,2.17,RU,1685228870
495,laascaanood,8.4774,47.3597,25.95,59,99,5.95,SO,1685228870
496,saquarema,-22.92,-42.5103,20.76,93,17,3.83,BR,1685228870
497,freetown,8.484,-13.2299,27.26,85,100,3.37,SL,1685228870
498,alibag,18.6411,72.8792,30.04,77,3,1.47,IN,1685228871
499,rikaze,29.25,88.8833,5.7,51,0,0.87,CN,1685228871
500,summerlin south,36.1027,-115.3811,31.86,13,18,1.92,US,1685228789
501,talakan,50.3167,130.3667,8.46,91,90,4.01,RU,1685228871
502,bubaque,11.2833,-15.8333,27.28,82,71,7.86,GW,1685228871
503,oulmes,33.4258,-6.0014,12.17,86,99,1.75,MA,1685228797
504,praia da vitoria,38.7333,-27.0667,16.52,84,97,8.52,PT,1685228871
505,usogorsk,63.4106,48.6872,10.06,57,100,2.38,RU,1685228871
506,scarborough,54.2797,-0.4044,12.76,85,99,3.21,GB,1685228633
507,portland,45.5234,-122.6762,24.75,54,40,4.63,US,1685228681
508,jatiroto,-7.8833,111.1167,20.6,90,27,1.79,ID,1685228872
509,bemidji,47.4736,-94.8803,27.05,17,0,6.69,US,1685228593
510,ormara,25.2088,64.6357,27.55,92,0,3.87,PK,1685228872
511,gadzhiyevo,69.2551,33.3362,5.71,54,36,4.96,RU,1685228872
512,princeville,45.7668,-61.2985,14.62,62,0,1.25,CA,1685228872
513,reggane,26.7158,0.1714,32.01,27,100,4.93,DZ,1685228872
514,mugumu,-1.85,34.7,14.93,79,54,3.25,TZ,1685228873
515,vasteras,59.6162,16.5528,12.95,50,97,5.14,SE,1685228873
516,esqueda,30.7167,-109.5833,29.89,13,89,10.01,MX,1685228873
517,asahi,35.7167,140.65,22.88,64,98,4.63,JP,1685228873
518,gubakha,58.8386,57.5532,17.87,68,100,2.74,RU,1685228873
519,novyy oskol,50.7631,37.8691,15.05,92,100,2.64,RU,1685228873
520,achinsk,56.2694,90.4993,7.78,66,93,1.49,RU,1685228873
521,mount pearl,47.5166,-52.7813,7.69,88,75,6.17,CA,1685228874
522,puerto aysen,-45.4,-72.7,0.98,97,92,1.56,CL,1685228874
523,pedro ii,-4.4247,-41.4586,23.92,66,82,1.44,BR,1685228874
524,alofi,-19.0595,-169.9187,26.14,79,3,6.44,NU,1685228874
525,okhotsk,59.3833,143.3,10.44,48,98,4.89,RU,1685228874
526,ipora,-16.4419,-51.1178,23.57,47,46,0.59,BR,1685228854
527,antsohihy,-14.8796,47.9875,21.9,72,0,3.09,MG,1685228874
528,pyt-yakh,60.7499,72.8582,11.94,71,84,2.28,RU,1685228874
529,ibshaway,29.358,30.6814,24.81,41,76,2.34,EG,1685228875
530,ayacucho,-13.1583,-74.2239,16.18,65,98,2.0,PE,1685228875
531,roma,43.2128,-75.4557,23.74,38,0,4.12,US,1685228729
532,zuromin,53.0661,19.9089,7.28,74,79,2.65,PL,1685228747
533,akureyri,65.6835,-18.0878,4.24,72,8,4.41,IS,1685228875
534,bodaybo,57.8506,114.1933,9.47,53,95,0.5,RU,1685228875
535,zaozersk,69.4005,32.4476,5.51,50,37,3.45,RU,1685228875
536,ialibu,-6.2821,143.9935,15.34,94,77,0.55,PG,1685228875
537,mumbai,19.0144,72.8479,29.99,74,40,2.57,IN,1685228582
538,shchuchinsk,52.9333,70.2,12.51,45,99,3.19,KZ,1685228876
539,aljezur,37.3191,-8.8033,15.13,89,0,2.64,PT,1685228876
540,pariaman,-0.619,100.12,24.63,87,87,1.55,ID,1685228876
541,taoudenni,22.6783,-3.9836,31.57,31,81,3.09,ML,1685228876
542,south lake tahoe,38.9332,-119.9844,21.45,40,0,3.6,US,1685228828
543,al jawf,29.5,38.75,21.11,59,100,5.54,SA,1685228876
544,mejit,10.2753,170.8646,27.5,81,100,6.7,MH,1685228876
545,hirara,24.8,125.2833,25.54,90,82,8.19,JP,1685228877
546,wad medani,14.4012,33.5199,28.39,54,79,11.82,SD,1685228877
547,kenai,60.5544,-151.2583,10.57,69,100,7.2,US,1685228877
548,callaway,30.153,-85.5699,27.76,40,0,4.12,US,1685228877
549,tomohon,1.3346,124.8392,20.52,90,81,1.99,ID,1685228877
550,tevriz,57.509,72.4042,10.27,76,79,1.92,RU,1685228877
551,ixtapa,20.7,-105.2,28.57,70,20,5.66,MX,1685228877
552,eirunepe,-6.6603,-69.8736,24.27,97,100,1.06,BR,1685228877
553,acarau,-2.8856,-40.12,26.21,87,16,5.28,BR,1685228878
554,malango,-2.9627,119.9001,20.24,97,54,0.47,ID,1685228878
555,bay roberts,47.5999,-53.2648,8.36,85,99,2.68,CA,1685228878
556,viqueque,-8.8673,126.3658,24.18,79,85,1.03,TL,1685228878
557,saint-joseph,-21.3667,55.6167,22.21,81,54,6.39,RE,1685228878
558,bengkulu,-3.8004,102.2655,23.95,91,73,1.78,ID,1685228878
559,mogocha,53.7333,119.7667,7.46,53,93,1.45,RU,1685228878
560,malpica,43.3228,-8.8105,16.25,78,69,0.89,ES,1685228879
561,guli,28.8833,120.0333,23.61,82,10,1.77,CN,1685228879
562,mujiayingzi,42.1167,118.7833,18.25,60,95,1.9,CN,1685228879
563,quiberon,47.4841,-3.1196,17.82,76,69,7.65,FR,1685228586
564,at taj,24.2049,23.2857,23.1,36,0,7.97,LY,1685228879
565,tefenni,37.3097,29.7754,11.15,81,19,1.97,TR,1685228879
566,mandali,33.7499,45.5541,29.88,15,47,2.9,IQ,1685228879
567,la trinite,14.7376,-60.9629,28.03,39,40,5.14,MQ,1685228880
568,hailar,49.2,119.7,9.35,59,17,3.98,CN,1685228880
